,Tamaulipas Crow,Corneille du Mexique,Corvus imparatus,TACR,4
,Fish Crow,Corneille de rivage,Corvus ossifragus,FICR,1
,Hawaiian Crow,Corneille d'Hawaï,Corvus hawaiiensis,HCRO,6
,Chihuahuan Raven,Corbeau à cou blanc,Corvus cryptoleucus,CHRA,1
,Common Raven,Grand Corbeau,Corvus corax,CORA,1
Monarch Flycatchers (Monarchidae),,,,,
,Kauai Elepaio,Monarque de Kauai,Chasiempis sclateri,KAEL,2
,Oahu Elepaio,Monarque d'Oahu,Chasiempis ibidis,OAEL,3
,Hawaii Elepaio,Monarque d'Hawaï,Chasiempis sandwichensis,HAEL,2
Larks (Alaudidae),,,,,
,Eurasian Skylark,Alouette des champs,Alauda arvensis,EUSK,2
,Horned Lark,Alouette hausse-col,Eremophila alpestris,HOLA,1
Swallows (Hirundinidae),,,,,
,Bank Swallow,Hirondelle de rivage,Riparia riparia,BANS,1
,Tree Swallow,Hirondelle bicolore,Tachycineta bicolor,TRES,1
,Bahama Swallow,Hirondelle des Bahamas,Tachycineta cyaneoviridis,BAHS,4
,Violet-green Swallow,Hirondelle à face blanche,Tachycineta thalassina,VGSW,1
,Mangrove Swallow,Hirondelle des mangroves,Tachycineta albilinea,MANS,5
,Northern Rough-winged Swallow,Hirondelle à ailes hérissées,Stelgidopteryx serripennis,NRWS,1
,Brown-chested Martin,Hirondelle tapère,Progne tapera,BCMA,4
,Purple Martin,Hirondelle noire,Progne subis,PUMA,1
,Southern Martin,Hirondelle gracieuse,Progne elegans,SOMA,5
,Gray-breasted Martin,Hirondelle chalybée,Progne chalybea,GYBM,5
,Cuban Martin,Hirondelle de Cuba,Progne cryptoleuca,CUMA,5
,Barn Swallow,Hirondelle rustique,Hirundo rustica,BARS,1
,Common House-Martin,Hirondelle de fenêtre,Delichon urbicum,COHM,4
,Cliff Swallow,Hirondelle à front blanc,Petrochelidon pyrrhonota,CLSW,1
,Cave Swallow,Hirondelle à front brun,Petrochelidon fulva,CASW,1
Chickadees and Titmice (Paridae),,,,,
,Carolina Chickadee,Mésange de Caroline,Poecile carolinensis,CACH,1
,Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,BCCH,1
,Mountain Chickadee,Mésange de Gambel,Poecile gambeli,MOCH,1
,Mexican Chickadee,Mésange grise,Poecile sclateri,MECH,2
,Chestnut-backed Chickadee,Mésange à dos marron,Poecile rufescens,CBCH,1
,Boreal Chickadee,Mésange à tête brune,Poecile hudsonicus,BOCH,1
,Gray-headed Chickadee,Mésange lapone,Poecile cinctus,GHCH,3
,Bridled Titmouse,Mésange arlequin,Baeolophus wollweberi,BRTI,2
,Oak Titmouse,Mésange unicolore,Baeolophus inornatus,OATI,1
,Juniper Titmouse,Mésange des genévriers,Baeolophus ridgwayi,JUTI,1
,Tufted Titmouse,Mésange bicolore,Baeolophus bicolor,TUTI,1
,Black-crested Titmouse,Mésange à plumet noir,Baeolophus atricristatus,BCTI,2
Verdin (Remizidae),,,,,
,Verdin,Auripare verdin,Auriparus flaviceps,VERD,1
Bushtits (Aegithalidae),,,,,
,Bushtit,Mésange buissonnière,Psaltriparus minimus,BUSH,1
Nuthatches (Sittidae),,,,,
,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,RBNU,1
,White-breasted Nuthatch,Sittelle à poitrine blanche,Sitta carolinensis,WBNU,1
,Pygmy Nuthatch,Sittelle pygmée,Sitta pygmaea,PYNU,1
,Brown-headed Nuthatch,Sittelle à tête brune,Sitta pusilla,BHNU,1
Creepers (Certhiidae),,,,,
,Brown Creeper,Grimpereau brun,Certhia americana,BRCR,1
Wrens (Troglodytidae),,,,,
,Rock Wren,Troglodyte des rochers,Salpinctes obsoletus,ROWR,1
,Canyon Wren,Troglodyte des canyons,Catherpes mexicanus,CANW,1
,House Wren,Troglodyte familier,Troglodytes aedon,HOWR,1
,Pacific Wren,Troglodyte de Baird,Troglodytes pacificus,PAWR,1
,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,WIWR,1
,Sedge Wren,Troglodyte à bec court,Cistothorus platensis,SEWR,1
,Marsh Wren,Troglodyte des marais,Cistothorus palustris,MAWR,1
,Carolina Wren,Troglodyte de Caroline,Thryothorus ludovicianus,CARW,1
,Bewick's Wren,Troglodyte de Bewick,Thryomanes bewickii,BEWR,1
,Cactus Wren,Troglodyte des cactus,Campylorhynchus brunneicapillus,CACW,1
,Sinaloa Wren,Troglodyte du Sinaloa,Thryophilus sinaloa,SIWR,5
Gnatcatchers and Gnatwrens (Polioptilidae),,,,,
,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Polioptila caerulea,BGGN,1
,California Gnatcatcher,Gobemoucheron de Californie,Polioptila californica,CAGN,2
,Black-tailed Gnatcatcher,Gobemoucheron à queue noire,Polioptila melanura,BTGN,1
,Black-capped Gnatcatcher,Gobemoucheron à coiffe noire,Polioptila nigriceps,BCGN,3
Dippers (Cinclidae),,,,,
,American Dipper,Cincle d'Amérique,Cinclus mexicanus,AMDI,1
Bulbuls (Pycnonotidae),,,,,
,Red-vented Bulbul,Bulbul à ventre rouge,Pycnonotus cafer,RVBU,2
,Red-whiskered Bulbul,Bulbul orphée,Pycnonotus jocosus,RWBU,2
Kinglets (Regulidae),,,,,
,Golden-crowned Kinglet,Roitelet à couronne dorée,Regulus satrapa,GCKI,1
,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,RCKI,1
Bush-Warblers (Cettiidae),,,,,
,Japanese Bush-Warbler,Bouscarle chanteuse,Horornis diphone,JABW,2
Leaf Warblers (Phylloscopidae),,,,,
,Willow Warbler,Pouillot fitis,Phylloscopus trochilus,WILW,4
,Common Chiffchaff,Pouillot véloce,Phylloscopus collybita,CCHI,4
,Wood Warbler,Pouillot siffleur,Phylloscopus sibilatrix,WOWA,4
,Dusky Warbler,Pouillot brun,Phylloscopus fuscatus,DUWA,4
,Pallas's Leaf Warbler,Pouillot de Pallas,Phylloscopus proregulus,PLEW,5
,Yellow-browed Warbler,Pouillot à grands sourcils,Phylloscopus inornatus,YBWA,4
,Arctic Warbler,Pouillot boréal,Phylloscopus borealis,ARWA,2
,Kamchatka Leaf Warbler,Pouillot du Kamchatka,Phylloscopus examinandus,KLWA,4
Sylviid Warblers (Sylviidae),,,,,
,Lesser Whitethroat,Fauvette babillarde,Sylvia curruca,LEWH,5
,Wrentit,Cama brune,Chamaea fasciata,WREN,1
White-eyes (Zosteropidae),,,,,
,Warbling White-eye,Zostérops du Japon,Zosterops japonicus,WAWE,2
Laughingthrushes (Leiothrichidae),,,,,
,Greater Necklaced Laughingthrush,Garrulaxe à plastron,Garrulax pectoralis,GNLA,3
,Hwamei,Garrulaxe hoamy,Garrulax canorus,HWAM,2
,Red-billed Leiothrix,Léiothrix jaune,Leiothrix lutea,RBLE,2
Reed Warblers (Acrocephalidae),,,,,
,Thick-billed Warbler,Rousserolle à gros bec,Arudinax aedon,TBWA ,5
,Millerbird,Rousserolle obscure,Acrocephalus familiaris,MILL,3
,Sedge Warbler,Phragmite des joncs,Acrocephalus schoenobaenus,SEWA,5
,Blyth's Reed Warbler,Rousserolle des buissons,Acrocephalus dumetorum,BREW,5
Grassbirds (Locustellidae),,,,,
,Pallas's Grasshopper-Warbler,Locustelle de Pallas,Helopsaltes certhiola,PAGW,5
,Middendorff's Grasshopper-Warbler,Locustelle de Middendorff,Helopsaltes ochotensis,MIGW,4
,Lanceolated Warbler,Locustelle lancéolée,Locustella lanceolata,LANW,4
,River Warbler,Locustelle fluviatile,Locustella fluviatilis,RIWA ,5
Old World Flycatchers (Muscicapidae),,,,,
,Gray-streaked Flycatcher,Gobemouche à taches grises,Muscicapa griseisticta,GSFL,4
,Asian Brown Flycatcher,Gobemouche brun,Muscicapa dauurica,ABFL,5
,Spotted Flycatcher,Gobemouche gris,Muscicapa striata,SPFL,5
,Dark-sided Flycatcher,Gobemouche de Sibérie,Muscicapa sibirica,DSFL,4
,White-rumped Shama,Shama à croupion blanc,Copsychus malabaricus,WRSH,2
,European Robin,Rougegorge familier,Erithacus rubecula,EURO,5
,Siberian Blue Robin,Rossignol bleu,Larvivora cyane,SBRO,5
,Rufous-tailed Robin,Rossignol siffleur,Larvivora sibilans,RTRO,4
,Bluethroat,Gorgebleue à miroir,Cyanecula svecica,BLUE,2
,Siberian Rubythroat,Rossignol calliope,Calliope calliope,SIRU,3
,Red-flanked Bluetail,Rossignol à flancs roux,Tarsiger cyanurus,RFBL,4
,Narcissus Flycatcher,Gobemouche narcisse,Ficedula narcissina,NAFL,5
,Mugimaki Flycatcher,Gobemouche mugimaki,Ficedula mugimaki,MUFL,5
,Taiga Flycatcher,Gobemouche de la taïga,Ficedula albicilla,TAFL,4
,Common Redstart,Rougequeue à front blanc,Phoenicurus phoenicurus,CRET,5
,Stonechat,Tarier pâtre,Saxicola torquatus,STON,4
,Northern Wheatear,Traquet motteux,Oenanthe oenanthe,NOWH,2
,Pied Wheatear,Traquet pie,Oenanthe pleschanka,PIWH,5
Thrushes (Turdidae),,,,,
,Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,EABL,1
,Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,WEBL,1
,Mountain Bluebird,Merlebleu azuré,Sialia currucoides,MOBL,1
,Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,TOSO,1
,Brown-backed Solitaire,Solitaire à dos brun,Myadestes occidentalis,BBSO,5
,Kamao,Solitaire kamao,Myadestes myadestinus,KAMA,6
,Amaui,Solitaire d'Oahu,Myadestes woahensis,AMAU,6
,Olomao,Solitaire de Lanai,Myadestes lanaiensis,OLOM,6
,Omao,Solitaire d'Hawaï,Myadestes obscurus,OMAO,2
,Puaiohi,Solitaire puaïohi,Myadestes palmeri,PUAI,3
,Orange-billed Nightingale-Thrush,Grive à bec orange,Catharus aurantiirostris,OBNT,5
,Black-headed Nightingale-Thrush,Grive à tête noire,Catharus mexicanus,BHNT,5
,Veery,Grive fauve,Catharus fuscescens,VEER,1
,Gray-cheeked Thrush,Grive à joues grises,Catharus minimus,GCTH,1
,Bicknell's Thrush,Grive de Bicknell,Catharus bicknelli,BITH,2
,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,SWTH,1
,Hermit Thrush,Grive solitaire,Catharus guttatus,HETH,1
,Wood Thrush,Grive des bois,Hylocichla mustelina,WOTH,1
,Mistle Thrush,Grive draine,Turdus viscivorus,MITH,5
,Eurasian Blackbird,Merle noir,Turdus merula,EUBB,5
,Eyebrowed Thrush,Merle obscur,Turdus obscurus,EYTH,3
,Dusky Thrush,Grive à ailes rousses,Turdus eunomus,DUTH,4
,Fieldfare,Grive litorne,Turdus pilaris,FIEL,4
,Redwing,Grive mauvis,Turdus iliacus,REDW,4
,Song Thrush,Grive musicienne,Turdus philomelos,SOTH,5
,Clay-colored Thrush,Merle fauve,Turdus grayi,CCTH,2
,White-throated Thrush,Merle à gorge blanche,Turdus assimilis,WTTH,4
,Rufous-backed Robin,Merle à dos roux,Turdus rufopalliatus,RBRO,3
,American Robin,Merle d'Amérique,Turdus migratorius,AMRO,1
,Red-legged Thrush,Merle vantard,Turdus plumbeus,RLTH,5
,Varied Thrush,Grive à collier,Ixoreus naevius,VATH,1
,Aztec Thrush,Grive aztèque,Ridgwayia pinicola,AZTH,4
Mockingbirds and Thrashers (Mimidae),,,,,
,Blue Mockingbird,Moqueur bleu,Melanotis caerulescens,BLMO,5
,Gray Catbird,Moqueur chat,Dumetella carolinensis,GRCA,1
,Curve-billed Thrasher,Moqueur à bec courbe,Toxostoma curvirostre,CBTH,1
,Brown Thrasher,Moqueur roux,Toxostoma rufum,BRTH,1
,Long-billed Thrasher,Moqueur à long bec,Toxostoma longirostre,LBTH,2
,Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,BETH,2
,California Thrasher,Moqueur de Californie,Toxostoma redivivum,CATH,2
,LeConte's Thrasher,Moqueur de LeConte,Toxostoma lecontei,LCTH,2
,Crissal Thrasher,Moqueur cul-roux,Toxostoma crissale,CRTH,2
,Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,SATH,1
,Bahama Mockingbird,Moqueur des Bahamas,Mimus gundlachii,BAMO,4
,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,NOMO,1
Starlings (Sturnidae),,,,,
,European Starling,Étourneau sansonnet,Sturnus vulgaris,EUST,1
,Common Myna,Martin triste,Acridotheres tristis,COMY,2
Waxwings (Bombycillidae),,,,,
,Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,BOWA,2
,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,CEDW,1
Hawaiian Mohos (Mohoidae),,,,,
,Kauai Oo,Moho de Kauai,Moho braccatus,KAOO,6
,Oahu Oo,Moho d'Oahu,Moho apicalis,OAOO,6
,Bishop's Oo,Moho de Bishop,Moho bishopi,BIOO,6
,Hawaii Oo,Moho d'Hawaï,Moho nobilis,HAOO,6
,Kioea,Kioéa d'Hawaï,Chaetoptila angustipluma,KIOE,6
Silky-flycatchers (Ptiliogonatidae),,,,,
,Gray Silky-flycatcher,Ptilogon cendré,Ptiliogonys cinereus,GRSF,5
,Phainopepla,Phénopèple luisant,Phainopepla nitens,PHAI,1
Olive Warblers (Peucedramidae),,,,,
,Olive Warbler,Fauvine des pins,Peucedramus taeniatus,OLWA,2
Accentors (Prunellidae),,,,,
,Siberian Accentor,Accenteur montanelle,Prunella montanella,SIAC,4
Waxbills (Estrildidae),,,,,
,Common Waxbill,Astrild ondulé,Estrilda astrild,COMW,2
,Red Avadavat,Bengali rouge,Amandava amandava,REAV,2
,African Silverbill,Capucin bec-d'argent,Euodice cantans,AFSI,2
,Java Sparrow,Padda de Java,Lonchura oryzivora,JASP,2
,Scaly-breasted Munia,Capucin damier,Lonchura punctulata,SBMU,2
,Tricolored Munia,Capucin à dos marron,Lonchura malacca,TRMU,4
,Chestnut Munia,Capucin à tête noire,Lonchura atricapilla,CHMU,2
Old World Sparrows (Passeridae),,,,,
,House Sparrow,Moineau domestique,Passer domesticus,HOSP,1
,Eurasian Tree Sparrow,Moineau friquet,Passer montanus,ETSP,2
Wagtails and Pipits (Motacillidae),,,,,
,Eastern Yellow Wagtail,Bergeronnette de Béringie,Motacilla tschutschensis,EYWA,2
,Citrine Wagtail,Bergeronnette citrine,Motacilla citreola,CIWA,5
,Gray Wagtail,Bergeronnette des ruisseaux,Motacilla cinerea,GRAW,4
,White Wagtail,Bergeronnette grise,Motacilla alba,WHWA,3
,Tree Pipit,Pipit des arbres,Anthus trivialis,TRPI,4
,Olive-backed Pipit,Pipit à dos olive,Anthus hodgsoni,OBPI,3
,Pechora Pipit,Pipit de la Petchora,Anthus gustavi,PEPI,4
,Red-throated Pipit,Pipit à gorge rousse,Anthus cervinus,RTPI,3
,American Pipit,Pipit d'Amérique,Anthus rubescens,AMPI,1
,Sprague's Pipit,Pipit de Sprague,Anthus spragueii,SPPI,2
Fringilline and Cardueline Finches and Allies (Fringillidae),,,,,
,Common Chaffinch,Pinson des arbres,Fringilla coelebs,CCHA,4
,Brambling,Pinson du Nord,Fringilla montifringilla,BRAM,3
,Evening Grosbeak,Gros-bec errant,Coccothraustes vespertinus,EVGR,1
,Hawfinch,Gros-bec casse-noyaux,Coccothraustes coccothraustes,HAWF,4
,Common Rosefinch,Roselin cramoisi,Carpodacus erythrinus,CORO,4
,Pallas's Rosefinch,Roselin rose,Carpodacus roseus,PARO,5
,Poo-uli,Po-o-uli masqué,Melamprosops phaeosoma,POUL,6
,Akikiki,Akikiki de Kauai,Oreomystis bairdi,AKIK,3
,Oahu Alauahio,Alauahio d’Oahu,Paroreomyza maculata,OAAL,6
,Kakawahie,Alauahio de Molokai,Paroreomyza flammea,KAKA,6
,Maui Alauahio,Alauahio de Maui,Paroreomyza montana,MAAL,2
,Palila,Psittirostre palila,Loxioides bailleui,PALI,3
,Laysan Finch,Psittirostre de Laysan,Telespiza cantans,LAFI,3
,Nihoa Finch,Psittirostre de Nihoa,Telespiza ultima,NIFI,3
,Kona Grosbeak,Psittirostre à gros bec,Chloridops kona,KOGR,6
,Lesser Koa-Finch,Petit Psittirostre,Rhodacanthis flaviceps,LEKF,6
,Greater Koa-Finch,Psittirostre de Palmer,Rhodacanthis palmeri,GRKF,6
,Ula-ai-hawane,Ciridopse d'Anna,Ciridops anna,UAIH,6
,Akohekohe,Palmérie huppée,Palmeria dolei,AKOH,3
,Laysan Honeycreeper,Picchion de Laysan,Himatione fraithii,LAYH,6
,Apapane,Picchion cramoisi,Himatione sanguinea,APAP,2
,Iiwi,Iiwi rouge,Drepanis coccinea,IIWI,2
,Hawaii Mamo,Drépanide mamo,Drepanis pacifica,HAMA,6
,Black Mamo,Drépanide noir,Drepanis funerea,BLMA,6
,Ou,Psittirostre psittacin,Psittirostra psittacea,OU,6
,Lanai Hookbill,Psittirostre de Munro,Dysmorodrepanis munroi,LANH,6
,Maui Parrotbill,Pseudonestor de Maui,Pseudonestor xanthophrys,MAPA,3
,Kauai Nukupuu,Nukupuu de Kauai,Hemignathus hanapepe,KANU,6
,Oahu Nukupuu,Nukupuu d'Oahu,Hemignathus lucidus,OANU,6
,Maui Nukupuu,Nukupuu de Maui,Hemignathus affinis,MANU,6
,Akiapolaau,Akiapolaau d'Hawaï,Hemignathus wilsoni,AKIA,3
,Lesser Akialoa,Akialoa d'Hawaï,Akialoa obscura,LEAK,6
,Kauai Akialoa,Akialoa de Kauai,Akialoa stejnegeri,KAAK,6
,Oahu Akialoa,Akialoa d'Oahu,Akialoa ellisiana,OAKI,6
,Maui-nui Akialoa,Akialoa de Lanai,Akialoa lanaiensis,MNAK,6
,Anianiau,Anianiau de Kauai,Magumma parva,ANIA,2
,Hawaii Amakihi,Amakihi familier,Chlorodrepanis virens,HAAM,2
,Oahu Amakihi,Amakihi d'Oahu,Chlorodrepanis flava,OAAM,2
,Kauai Amakihi,Amakihi de Stejneger,Chlorodrepanis stejnegeri,KAAM,2
,Greater Amakihi,Grand Amakihi,Viridonia sagittirostris,GRAM,6
,Hawaii Creeper,Loxopse mana,Loxops mana,HCRE,3
,Akekee,Loxopse de Kauai,Loxops caeruleirostris,AKEK,3
,Oahu Akepa,Loxopse d'Oahu,Loxops wolstenholmei,OAKE,6
,Maui Akepa,Loxopse de Maui,Loxops ochraceus,MAAK,6
,Hawaii Akepa,Loxopse d'Hawaï,Loxops coccineus,HAAK,3
,Pine Grosbeak,Durbec des sapins,Pinicola enucleator,PIGR,1
,Eurasian Bullfinch,Bouvreuil pivoine,Pyrrhula pyrrhula,EUBU,4
,Asian Rosy-Finch,Roselin brun,Leucosticte arctoa,ASRF,5
,Gray-crowned Rosy-Finch,Roselin à tête grise,Leucosticte tephrocotis,GCRF,1
,Black Rosy-Finch,Roselin noir,Leucosticte atrata,BLRF,2
,Brown-capped Rosy-Finch,Roselin à tête brune,Leucosticte australis,BCRF,2
,House Finch,Roselin familier,Haemorhous mexicanus,HOFI,1
,Purple Finch,Roselin pourpré,Haemorhous purpureus,PUFI,1
,Cassin's Finch,Roselin de Cassin,Haemorhous cassinii,CAFI,1
,Oriental Greenfinch,Verdier de Chine,Chloris sinica,ORGR,4
,Yellow-fronted Canary,Serin du Mozambique,Crithagra mozambica,YFCA,2
,Common Redpoll,Sizerin flammé,Acanthis flammea,CORE,1
,Hoary Redpoll,Sizerin blanchâtre,Acanthis hornemanni,HORE,2
,Red Crossbill,Bec-croisé des sapins,Loxia curvirostra,RECR,1
,Cassia Crossbill,Bec-croisé de l'Idaho,Loxia sinesciuris,CACR,2
,White-winged Crossbill,Bec-croisé bifascié,Loxia leucoptera,WWCR,2
,Eurasian Siskin,Tarin des aulnes,Spinus spinus,EUSI,5
,Pine Siskin,Tarin des pins,Spinus pinus,PISI,1
,Lesser Goldfinch,Chardonneret mineur,Spinus psaltria,LEGO,1
,Lawrence's Goldfinch,Chardonneret gris,Spinus lawrencei,LAGO,2
,American Goldfinch,Chardonneret jaune,Spinus tristis,AMGO,1
,Island Canary,Serin des Canaries,Serinus canaria,ISCA,3
Longspurs and Snow Buntings (Calcariidae),,,,,
,Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,LALO,1
,Chestnut-collared Longspur,Plectrophane à ventre noir,Calcarius ornatus,CCLO,1
,Smith's Longspur,Plectrophane de Smith,Calcarius pictus,SMLO,2
,Thick-billed Longspur,Plectrophane à bec fort,Rhynchophanes mccownii,MCLO,2
,Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,SNBU,1
,McKay's Bunting,Plectrophane blanc,Plectrophenax hyperboreus,MKBU,3
Emberizids (Emberizidae),,,,,
,Pine Bunting,Bruant à calotte blanche,Emberiza leucocephalos,PIBU,5
,Yellow-browed Bunting,Bruant à sourcils jaunes,Emberiza chrysophrys,YBWB,5
,Little Bunting,Bruant nain,Emberiza pusilla,LIBU,4
,Rustic Bunting,Bruant rustique,Emberiza rustica,RUBU,3
,Yellow-throated Bunting,Bruant élégant,Emberiza elegans,YTBU,5
,Yellow-breasted Bunting,Bruant auréole,Emberiza aureola,YBSB,4
,Gray Bunting,Bruant gris,Emberiza variabilis,GRBU,5
,Pallas's Bunting,Bruant de Pallas,Emberiza pallasi,PALB,4
,Reed Bunting,Bruant des roseaux,Emberiza schoeniclus,REBU,4
Towhees and Sparrows (Passerellidae),,,,,
,Rufous-winged Sparrow,Bruant à épaulettes,Peucaea carpalis,RWSP,2
,Botteri's Sparrow,Bruant de Botteri,Peucaea botterii,BOSP,2
,Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,CASP,1
,Bachman's Sparrow,Bruant des pinèdes,Peucaea aestivalis,BACS,1
,Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,GRSP,1
,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,OLSP,2
,Five-striped Sparrow,Bruant pentaligne,Amphispiza quinquestriata,FSSP,3
,Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,BTSP,1
,Lark Sparrow,Bruant à joues marron,Chondestes grammacus,LASP,1
,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,LARB,1
,Chipping Sparrow,Bruant familier,Spizella passerina,CHSP,1
,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,CCSP,1
,Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,BCSP,1
,Field Sparrow,Bruant des champs,Spizella pusilla,FISP,1
,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,BRSP,1
,Worthen's Sparrow,Bruant de Worthen,Spizella wortheni,WOSP,5
,Fox Sparrow,Bruant fauve,Passerella iliaca,FOSP,1
,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,ATSP,1
,Dark-eyed Junco,Junco ardoisé,Junco hyemalis,DEJU,1
,Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,YEJU,2
,White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,WCSP,1
,Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,GCSP,1
,Harris's Sparrow,Bruant à face noire,Zonotrichia querula,HASP,1
,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,WTSP,1
,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,SABS,1
,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,BESP,1
,Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,VESP,1
,LeConte's Sparrow,Bruant de LeConte,Ammospiza leconteii,LCSP,1
,Seaside Sparrow,Bruant maritime,Ammospiza maritima,SESP,1
,Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,NESP,1
,Saltmarsh Sparrow,Bruant à queue aiguë,Ammospiza caudacuta,SALS,1
,Baird's Sparrow,Bruant de Baird,Centronyx bairdii,BAIS,2
,Henslow's Sparrow,Bruant de Henslow,Centronyx henslowii,HESP,2
,Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,SAVS,1
,Song Sparrow,Bruant chanteur,Melospiza melodia,SOSP,1
,Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,LISP,1
,Swamp Sparrow,Bruant des marais,Melospiza georgiana,SWSP,1
,Canyon Towhee,Tohi des canyons,Melozone fusca,CANT,1
,Abert's Towhee,Tohi d'Abert,Melozone aberti,ABTO,1
,California Towhee,Tohi de Californie,Melozone crissalis,CALT,1
,Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,RCSP,1
,Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,GTTO,1
,Spotted Towhee,Tohi tacheté,Pipilo maculatus,SPTO,1
,Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,EATO,1
Spindalises (Spindalidae),,,,,
,Western Spindalis,Zéna à tête rayée,Spindalis zena,WESP,3
Yellow-breasted Chats (Icteriidae),,,,,
,Yellow-breasted Chat,Ictérie polyglotte,Icteria virens,YBCH,1
Blackbirds (Icteridae),,,,,
,Yellow-headed Blackbird,Carouge à tête jaune,Xanthocephalus xanthocephalus,YHBL,1
,Bobolink,Goglu des prés,Dolichonyx oryzivorus,BOBO,1
,Eastern Meadowlark,Sturnelle des prés,Sturnella magna,EAME,1
,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,WEME,1
,Black-vented Oriole,Oriole cul-noir,Icterus wagleri,BVOR,4
,Orchard Oriole,Oriole des vergers,Icterus spurius,OROR,1
,Hooded Oriole,Oriole masqué,Icterus cucullatus,HOOR,1
,Streak-backed Oriole,Oriole à dos rayé,Icterus pustulatus,SBAO,4
,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,BUOR,1
,Spot-breasted Oriole,Oriole maculé,Icterus pectoralis,SBOR,2
,Altamira Oriole,Oriole à gros bec,Icterus gularis,ALOR,2
,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,AUOR,2
,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,BAOR,1
,Black-backed Oriole,Oriole d'Abeillé,Icterus abeillei,BBOR,5
,Scott's Oriole,Oriole jaune-verdâtre,Icterus parisorum,SCOR,1
,Red-winged Blackbird,Carouge à épaulettes,Agelaius phoeniceus,RWBL,1
,Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,TRBL,2
,Tawny-shouldered Blackbird,Petit Carouge,Agelaius humeralis,TSBL,5
,Shiny Cowbird,Vacher luisant,Molothrus bonariensis,SHCO,3
,Bronzed Cowbird,Vacher bronzé,Molothrus aeneus,BROC,1
,Brown-headed Cowbird,Vacher à tête brune,Molothrus ater,BHCO,1
,Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,RUBL,1
,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,BRBL,1
,Common Grackle,Quiscale bronzé,Quiscalus quiscula,COGR,1
,Boat-tailed Grackle,Quiscale des marais,Quiscalus major,BTGR,1
,Great-tailed Grackle,Quiscale à longue queue,Quiscalus mexicanus,GTGR,1
Wood-Warblers (Parulidae),,,,,
,Ovenbird,Paruline couronnée,Seiurus aurocapilla,OVEN,1
,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,WEWA,1
,Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,LOWA,1
,Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,NOWA,1
,Bachman's Warbler,Paruline de Bachman,Vermivora bachmanii,BAWA,6
,Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,GWWA,2
,Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,BWWA,1
,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,BAWW,1
,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,PROW,1
